LoanID,AS_OF_DATE,Property,Occupancy,Product_Type,Purpose,Mortgagetype,Lien_Position,ORATE,Original_Appraisal_Amount,Origination_Date,First_Payment_Date,Original_Amount,Original_Term,Remaining_Term,Amor_Term,PMI,CITY,STATE,ZIP,FICO,Gross_Margin,LCAP,LFLOOR,ICAP,PCAP,IO_Term,Interest_Reset_Interval,Reset_Index,First_Interest_Rate_Adjustment_Date,First_Recast/Next_Recast,Recast_Frequency,Recast_Cap,Negam_Initial_Minimum_Payment_Period,Negam_Payment_Reset_Frequency,STATUS,DEFERRED_BAL,Modification_Date,Foreclosure_Referral_Date,Current_Property_Value,Current_Value_Date,Current_Principal_Balance,Current_Interest_Rate,LAST_PMT_RECD,Current_FICO_Score,BK_FLAG,MSR,Senior Lien Bal,Senior Lien Bal Date,2nd Lien Piggyback Flag,Junior Lien Bal,Junior Lien Bal Date,SF,Recovery
502964,,SF,P,SUBPRIME,C,CONV,1,0.085,130000,12/28/2004,2/1/2005,117000,360,289,0,No PMI Insurance,Upper Darby Township,PA,19018,514,0.06,0.145,0.085,,0.01,0,6,6WSLB,1/1/2007,0.01,6,0,,6,30 DPD,0,,,143500,4/30/2008,111304.91,0.085,12/31/2010,575,N,Y,,,N,,,5000,0.94
502974,,SF,P,SUBPRIME,C,CONV,1,0.0663,310000,2/2/2005,3/7/2005,230000,360,289,360,No PMI Insurance,Staffordsville,KY,41256,609,,,,,,,,,,,,,,,CURRENT,0,,,,,212731.33,0.0663,12/27/2010,546,N,Y,,,N,,,5000,0.95
502992,,SF,P,PRIME,R,CONV,1,0.06125,208000,8/26/2003,11/1/2003,150200,360,289,360,No PMI Insurance,Las Vegas,NV,89110,,,,,,,,,,,,,,,,FC,0,,3/25/2010,150000,11/9/2010,137373.2,0.06125,,540,N,N,,,N,,,6160,0.6
503396,,SF,P,SUBPRIME,C,CONV,1,0.0599,215000,9/2/2004,11/1/2004,193500,360,289,360,No PMI Insurance,Newark,DE,19702,645,,,,,,,,,,,,,,,90 DPD,0,,,199000,7/19/2010,177375.41,0.0599,11/15/2010,555,Y,Y,,,N,,,5000,1
503439,,SF,P,SUBPRIME,C,CONV,1,0.0685,218000,10/19/2004,12/1/2004,160000,360,289,360,No PMI Insurance,Spotsylvania,VA,22553,597,,,,,,,,,,,,,,,REPERF,0,,,155000,8/6/2010,148322.37,0.0685,12/27/2010,523,Y,Y,,,N,,,5000,0.87
503549,,SF,P,SUBPRIME,P,CONV,1,0.0719,141000,9/29/2004,11/1/2004,102400,360,289,360,No PMI Insurance,Kannapolis,NC,28083,692,,,,,,,,,,,,,,,90 DPD,0,,,130000,10/6/2010,95372.51,0.0719,11/15/2010,427,N,Y,,,N,,,5000,0.79
503665,,SF,I,PRIME,P,CONV,1,0.0775,47500,6/21/2004,8/1/2004,38000,360,289,360,No PMI Insurance,Baltimore,MD,21229,,,,,,,,,,,,,,,,90 DPD,0,,,102700,11/4/2010,35572.44,0.0775,,,N,N,,,N,,,2500,0.94
503808,,SF,P,SUBPRIME,P,CONV,1,0.066,151000,1/7/2005,3/1/2005,120800,360,289,360,No PMI Insurance,Phoenix,AZ,85037,651,0.0635,0.126,0.066,,0.01,,6,6W1BD,2/1/2007,0.01,6,0,,6,CURRENT,0,,,,,113505.88,0.07125,12/13/2010,601,N,Y,,,N,,,5000,0.95
503890,,SF,P,SUBPRIME,C,CONV,1,0.0688,138000,12/15/2004,2/1/2005,123000,360,289,360,No PMI Insurance,Douglasville,GA,30134,606,,,,,,,,,,,,,,,30 DPD,0,,,,,114139.54,0.0688,12/15/2010,555,N,Y,,,N,,,5000,0.85
503932,,CMF,I,SUBPRIME,P,CONV,1,0.0825,330000,12/31/2004,2/1/2005,233310,360,289,360,No PMI Insurance,Hartford,CT,6114,579,0.065,0.1425,0.0825,,0.015,,6,6W1BD,1/1/2007,0.015,6,0,,6,30 DPD,0,,,220000,5/6/2010,221629.72,0.0825,11/11/2010,681,N,Y,,,N,,,5000,0.75
504000,,PD,P,SUBPRIME,P,CONV,2,0.0999,144000,12/22/2004,2/1/2005,28300,360,289,0,No PMI Insurance,Santa Fe,TX,77510,606,,,,,,0,,,,,,,,,30 DPD,0,,,142000,9/22/2009,27110.2,0.0999,11/23/2010,442,N,Y,108653.66,12/31/2010,Y,,,5000,0.82
504139,,SF,P,SUBPRIME,C,CONV,1,0.088,87000,1/17/2005,3/1/2005,87000,360,289,360,No PMI Insurance,Toledo,OH,43608,763,,,,,,,,,,,,,,,CURRENT,0,,,,,82442.65,0.088,12/16/2010,695,N,Y,,,N,,,5000,0.97
504309,,PD,,SUBPRIME,C,CONV,1,0.088,93000,8/8/2003,10/1/2003,74400,360,289,0,No PMI Insurance,Houston,TX,77067,563,,,,,,0,,,,,,,,,FC,0,,12/3/2009,68000,10/20/2010,70414.09,0.088,9/30/2009,624,N,Y,,,N,,,5000,0.95
504356,,SF,P,SUBPRIME,C,CONV,1,0.0613,263000,1/14/2005,3/1/2005,204500,360,289,360,No PMI Insurance,Port Saint Lucie,FL,34986,639,,,,,,,,,,,,,,,CURRENT,0,,,,,186542.43,0.0613,12/6/2010,742,N,Y,,,N,,,5000,0.95
504357,,SF,P,SUBPRIME,C,CONV,1,0.0738,130000,2/10/2005,4/1/2005,130000,360,289,360,No PMI Insurance,Bogart,GA,30622,679,,,,,,,,,,,,,,,CURRENT,0,,,85000,11/24/2010,121175.27,0.0738,12/30/2010,550,N,Y,,,N,,,5000,1
504542,,SF,P,SUBPRIME,C,CONV,1,0.065,810000,10/15/2004,12/1/2004,587000,360,289,0,No PMI Insurance,Santa Ana,CA,92705,564,,,,,,0,,,,,,,,,90 DPD,0,,,540000,12/7/2010,541976.9,0.065,12/6/2010,525,N,Y,,,N,,,5000,0.95
504591,,SF,P,SUBPRIME,C,CONV,1,0.0813,102000,10/26/2004,12/1/2004,102000,360,289,360,No PMI Insurance,Columbia,SC,29210,614,,,,,,,,,,,,,,,REPERF,0,,,78000,10/6/2010,96055.64,0.0813,12/20/2010,468,N,Y,,,N,,,5000,0.85
504679,,SF,P,SUBPRIME,R,CONV,1,0.065,307000,12/9/2004,2/1/2005,244000,360,289,360,No PMI Insurance,Charlotte,NC,28270,647,,,,,,,,,,,,,,,30 DPD,0,,,,,225202.6,0.065,12/29/2010,527,N,Y,,,N,58446.75,12/31/2010,5000,0.97
504717,,SF,P,SUBPRIME,C,CONV,1,0.0795,140000,1/25/2005,3/1/2005,140000,360,289,360,No PMI Insurance,Alloway,NJ,8001,645,,,,,,,,,,,,,,,CURRENT,0,,,,,131583.92,0.0795,12/1/2010,571,Y,Y,,,N,,,5000,1
504728,,SF,P,SUBPRIME,C,CONV,1,0.088,366500,8/17/2004,10/1/2004,274000,360,289,0,No PMI Insurance,Twain Harte,CA,95383,557,0.0675,0.148,0.088,,0.01,0,6,6WSLB,9/1/2006,0.01,6,0,,6,90 DPD,0,,,259000,8/9/2010,261498.17,0.088,12/6/2010,474,N,Y,,,N,,,5000,0.83
504750,,SF,P,SUBPRIME,C,CONV,1,0.0665,210000,1/12/2005,3/1/2005,175560,360,289,360,No PMI Insurance,Riverview,FL,33569,696,,,,,,,,,,,,,,,CURRENT,0,,,,,162410.64,0.0665,12/30/2010,709,N,Y,,,N,,,5000,0.79
504791,,SF,P,PRIME,P,CONV,1,0.0625,390000,6/7/2004,8/1/2004,272800,360,289,360,No PMI Insurance,Dallas,TX,75252,,,,,,,,,,,,,,,,90 DPD,0,,,375000,9/23/2010,249221.75,0.0625,12/31/2010,522,N,N,,,N,,,2500,0.85
500209,,SF,P,SUBPRIME,P,PMI,1,0.065,163000,9/10/2004,11/1/2004,146700,360,288,360,General Electric Ins,Wentzville,MO,63385,,,,,,,,,,,,,,,,90 DPD,0,,,,,135190.41,0.065,10/13/2010,507,N,N,,,N,,,2500,0.75
500451,,CO,P,SUBPRIME,C,CONV,1,0.0899,100000,5/25/2004,7/1/2004,70000,360,288,0,No PMI Insurance,Silver Spring,MD,20903,617,0.0699,0.1599,0.0899,,0.015,0,6,6WSLB,6/1/2006,0.015,6,0,,6,90 DPD,0,,,75000,12/21/2010,67188.9,0.0899,12/10/2010,447,N,Y,,,N,,,5000,0.92
500921,,SF,P,SUBPRIME,R,CONV,2,0.0899,465000,12/7/2004,2/1/2005,93000,360,288,0,No PMI Insurance,Chicago,IL,60625,529,,,,,,0,,,,,,,,,CURRENT,0,,,400000,8/16/2010,88250.12,0.0899,11/1/2010,604,N,Y,363627.71,12/31/2010,Y,,,5000,0.83
501013,,SF,P,PRIME,P,CONV,1,0.06125,123000,10/29/2004,12/1/2004,98200,360,288,360,No PMI Insurance,Warrior,AL,35180,,,,,,,,,,,,,,,,60 DPD,0,,,124000,7/13/2010,88457.88,0.06125,9/23/2010,602,Y,N,,,N,,,3660,0.95
501052,,SF,S,SUBPRIME,C,PMI,1,0.06625,62850,2/4/2005,3/1/2005,53100,360,288,360,General Electric Ins,Neosho,MO,64850,,,,,,,,,,,,,,,,CURRENT,0,,,,,48985.97,0.06625,12/28/2010,664,N,N,,,N,,,2500,0.92
501076,,SF,P,SUBPRIME,C,CONV,1,0.09,190000,4/29/2002,6/3/2002,171000,360,288,360,No PMI Insurance,Fairview Park,OH,441260000,588,,,,,,0,,,,,,,,,FC,0,,12/1/2009,130000,8/23/2010,162180.82,0.09,8/5/2008,510,N,Y,,,N,,,5000,0.97
501260,,SF,P,SUBPRIME,R,PMI,1,0.085,225000,6/18/2003,8/1/2003,170000,360,288,0,Mgic-Premiums Paid By Trustee,Houston,TX,77065,571,,,,,,0,,,,,,,,,FC,0,,10/5/2009,125000,11/26/2010,160539.93,0.085,6/16/2009,615,N,Y,,,N,,,5000,0.99
501287,,SF,P,SUBPRIME,C,CONV,1,0.067,352000,12/30/2004,2/1/2005,308000,360,288,0,No PMI Insurance,Los Angeles,CA,90044,645,,,,,,0,,,,,,,,,CURRENT,0,,,,,280540.94,0.067,12/10/2010,707,N,Y,,,N,,,5000,0.79
501974,,SF,P,SUBPRIME,,CONV,1,0.0705,305000,12/14/2004,2/1/2005,274500,360,288,360,No PMI Insurance,Clinton,TN,37716,635,,,,,,0,,,,,,,,,CURRENT,0,,,,,254941.11,0.0705,12/13/2010,684,N,Y,,,N,,,5000,1
501979,,SF,P,SUBPRIME,P,CONV,1,0.085,185000,7/28/2004,9/1/2004,166500,360,288,360,No PMI Insurance,Chicago,IL,60619,526,,,,,,,,,,,,,,,90 DPD,0,,,120000,5/6/2010,167406.68,0.075,10/29/2010,552,N,Y,,,N,,,5000,0.95
502038,,CO,P,SUBPRIME,C,CONV,1,0.0785,90000,12/29/2004,2/1/2005,72000,360,288,0,No PMI Insurance,Houston,TX,77054,536,,,,,,0,,,,,,,,,CURRENT,0,,,,,67462.52,0.0785,12/10/2010,564,N,Y,,,N,,,5000,0.87
502138,,SF,P,SUBPRIME,C,CONV,1,0.0699,66000,12/30/2004,2/1/2005,59500,360,288,360,No PMI Insurance,Beech Bluff,TN,38313,663,,,,,,,,,,,,,,,CURRENT,0,,,,,55217.69,0.0699,12/13/2010,646,N,Y,,,N,,,5000,0.87
502343,,SF,P,SUBPRIME,C,CONV,1,0.07125,135000,12/6/2004,2/1/2005,121500,360,288,360,No PMI Insurance,Atlanta,GA,30349,628,,,,,,,,,,,,,,,CURRENT,0,,,,,112819.83,0.07125,12/16/2010,681,N,Y,,,N,,,5000,0.83
502344,,SF,P,SUBPRIME,P,CONV,1,0.083,175000,10/22/2004,12/1/2004,157500,360,288,0,No PMI Insurance,Mcallen,TX,78504,614,0.06125,0.143,0.083,,0.01,0,6,6WSLB,11/1/2006,0.01,6,0,,6,60 DPD,0,,,125000,8/11/2010,149423.63,0.083,11/2/2010,527,N,Y,,,N,,,5000,0.94
502449,,CO,P,SUBPRIME,C,CONV,1,0.069,137000,12/9/2004,2/1/2005,123300,360,288,360,No PMI Insurance,Clinton Township,MI,48038,669,,,,,,,,,,,,,,,CURRENT,0,,,,,114288.12,0.069,12/3/2010,763,N,Y,,,N,,,5000,0.85
502887,,SF,P,SUBPRIME,C,CONV,1,0.074,190000,12/20/2004,2/1/2005,135000,360,288,0,No PMI Insurance,Brainerd,MN,56401,542,,,,,,0,,,,,,,,,CURRENT,0,,,,,125928.45,0.074,12/31/2010,607,N,Y,,,N,,,5000,0.95
502908,,SF,P,SUBPRIME,C,CONV,1,0.0625,408000,12/21/2004,1/27/2005,245000,360,288,360,No PMI Insurance,West Sayville,NY,11796,627,,,,,,,,,,,,,,,CURRENT,0,,,,,223627.81,0.0625,12/2/2010,715,N,Y,,,N,,,5000,0.79
502920,,SF,P,SUBPRIME,C,CONV,1,0.0675,188000,12/10/2004,2/1/2005,150000,360,288,360,No PMI Insurance,Aurora,CO,80013,590,,,,,,,,,,,,,,,CURRENT,0,,,,,137244.29,0.0675,12/14/2010,578,Y,Y,,,N,,,5000,0.95
502927,,SF,P,SUBPRIME,C,CONV,1,0.0575,450000,12/16/2004,2/1/2005,240000,360,288,0,No PMI Insurance,Honolulu,HI,96815,684,,,,,,0,,,,,,,,,CURRENT,0,,,,,208771.59,0.0575,12/1/2010,665,N,Y,,,N,,,5000,0.95
502965,,SF,P,SUBPRIME,P,CONV,2,0.0947,127000,12/27/2004,2/1/2005,25380,360,288,0,No PMI Insurance,Duluth,MN,55806,641,,,,,,0,,,,,,,,,CURRENT,0,,,121000,1/16/2005,24105.36,0.0947,12/10/2010,618,N,Y,95317.47,12/31/2010,Y,,,5000,0.97
502975,,CO,S,SUBPRIME,,CONV,1,0.0613,250000,6/15/2004,7/15/2004,182400,360,288,360,No PMI Insurance,Apollo Beach,FL,33572,739,,,,,,,,,,,,,,,FC,0,,12/11/2010,130000,7/7/2010,166861.62,0.0613,9/10/2010,619,N,Y,,,N,,,5000,1
502990,,SF,P,SUBPRIME,C,CONV,1,0.056,284000,12/27/2004,2/1/2005,190000,360,288,296,No PMI Insurance,Turlock,CA,95380,734,,,,,,,,,,,,,,,CURRENT,0,7/7/2010,,140000,7/7/2010,173642.59,0.0535,12/16/2010,647,N,Y,,,N,,,5000,0.83
503010,,PD,P,SUBPRIME,C,CONV,1,0.0725,162000,12/27/2004,2/1/2005,145800,360,288,0,No PMI Insurance,Austell,GA,30106,628,0.06,0.1325,0.0725,,0.01,0,6,6WSLB,1/1/2008,0.01,6,0,,6,CURRENT,0,,,109798,12/21/2010,136491.5,0.0725,12/31/2010,596,N,Y,,,N,,,5000,0.83
503133,,SF,I,SUBPRIME,C,CONV,1,0.0725,260000,9/21/2004,12/1/2004,165000,360,288,360,No PMI Insurance,Newtown Square,PA,19073,572,,,,,,,,,,,,,,,60 DPD,0,,,256931,5/14/2010,148786.7,0.0725,11/1/2010,628,N,Y,,,N,,,5000,0.6
503162,,SF,P,SUBPRIME,P,CONV,1,0.0725,320000,12/22/2004,2/1/2005,256000,360,288,360,No PMI Insurance,Wahiawa,HI,96786,666,0.0545,0.1425,0.0725,,0.01,,6,6WSLB,1/1/2007,0.01,6,0,,6,CURRENT,0,,,360000,1/3/2008,251834.68,0.0725,12/11/2010,621,N,Y,,,N,61722.42,12/31/2010,5000,0.99
503314,,SF,P,SUBPRIME,P,CONV,1,0.065,151000,12/22/2004,2/1/2005,120800,360,288,0,No PMI Insurance,Austin,TX,78729,590,0.0699,0.135,0.065,,0.015,0,6,6WSLB,1/1/2007,0.015,6,0,,6,CURRENT,0,,,,,112885.13,0.07625,12/15/2010,657,N,Y,,,N,28684.9,12/31/2010,5000,0.92
503404,,SF,P,SUBPRIME,C,CONV,1,0.0615,310000,12/21/2004,2/1/2005,227000,360,288,0,No PMI Insurance,Hyattsville,MD,20782,617,,,,,,0,,,,,,,,,CURRENT,0,,,310000,1/25/2005,208253.25,0.0615,12/10/2010,574,N,Y,,,N,,,5000,0.83
503492,,PD,P,SUBPRIME,C,CONV,1,0.0615,150000,12/14/2004,2/1/2005,120000,360,288,0,No PMI Insurance,Boynton Beach,FL,33436,753,0.06,0.1215,0.0615,,0.01,0,6,6WSLB,1/1/2007,0.01,6,0,,6,CURRENT,0,,,,,111638.81,0.06625,12/3/2010,660,N,Y,,,N,,,5000,0.75
503612,,PD,P,PRIME,P,CONV,1,0.0575,451018,2/26/2003,4/1/2003,360800,360,288,360,No PMI Insurance,Upland,CA,91786,,,,,,,,,,,,,,,,90 DPD,0,,,440000,7/30/2010,329003.24,0.0575,,565,Y,N,,,N,,,2500,0.75
503639,,SF,P,SUBPRIME,C,CONV,1,0.0563,297000,12/9/2004,2/1/2005,250500,360,288,360,No PMI Insurance,Manassas,VA,20109,648,0.065,0.1163,0.0563,,0.015,,6,6W1BD,1/1/2007,0.015,6,0,,6,CURRENT,0,,,,,232404.12,0.07375,12/6/2010,679,N,Y,,,N,,,5000,0.87
503710,,SF,P,SUBPRIME,C,CONV,1,0.0749,185000,9/30/2003,11/1/2003,152983,360,288,0,No PMI Insurance,Elverson,PA,19520,577,0.06,0.1449,0.0749,,0.015,0,6,6W1BD,10/1/2005,0.015,6,0,,6,FC,0,,4/30/2010,170000,8/9/2010,145273.97,0.0775,1/29/2010,588,N,N,,,N,,,5000,0.85
503726,,SF,P,SUBPRIME,C,CONV,1,0.0895,150000,12/23/2004,2/1/2005,70000,360,288,360,No PMI Insurance,Plano,TX,75023,569,0.06,0.1495,0.0895,,0.01,,6,6W1BD,1/1/2007,0.01,6,0,,6,CURRENT,0,,,,,66236.59,0.0895,12/13/2010,637,N,Y,,,N,,,5000,0.97
503798,,SF,P,SUBPRIME,C,CONV,1,0.0799,375000,11/18/2004,1/1/2005,375000,360,288,360,No PMI Insurance,Warrenton,VA,20186,597,,,,,,,,,,,,,,,30 DPD,0,,,281390,11/6/2009,352146.08,0.0799,11/29/2010,645,N,Y,,,N,,,5000,0.97
503805,,SF,S,SUBPRIME,P,CONV,1,0.0675,250000,12/30/2004,2/1/2005,237405,360,288,360,No PMI Insurance,Gatlinburg,TN,37738,625,0.065,0.1275,0.0675,,0.015,,6,6W1BD,1/1/2007,0.015,6,0,,6,CURRENT,0,,,,,207505.45,0.07375,12/1/2010,590,N,Y,,,N,,,5000,0.94
504126,,SF,P,SUBPRIME,C,CONV,1,0.07,111000,1/21/2005,3/1/2005,72150,360,288,360,No PMI Insurance,Lake City,FL,32055,505,,,,,,,,,,,,,,,CURRENT,0,,,,,66452.48,0.07,12/31/2010,679,N,Y,,,N,,,5000,0.94
504199,,SF,P,SUBPRIME,P,CONV,1,0.075,85000,12/31/2004,2/1/2005,74205,360,288,360,No PMI Insurance,Dayton,OH,45403,578,0.0525,0.135,0.075,,0.01,,6,6WSLB,1/1/2007,0.01,6,0,,6,CURRENT,0,,,,,69917.28,0.075,12/16/2010,675,N,Y,,,N,,,5000,0.97
504222,,SF,P,SUBPRIME,C,CONV,1,0.0725,94000,1/4/2005,2/1/2005,89300,360,288,360,No PMI Insurance,Burlington,NC,27215,652,,,,,,,,,,,,,,,CURRENT,0,,,,,83141.63,0.0725,12/13/2010,620,N,Y,,,N,,,5000,0.95
504292,,SF,P,SUBPRIME,C,CONV,1,0.0901,68000,6/28/2004,8/1/2004,61200,360,288,296,No PMI Insurance,Roanoke Rapids,NC,27870,565,,,,,,,,,,,,,,,90 DPD,0,12/3/2009,,85000,10/6/2010,56062.72,0.0626,11/4/2010,523,N,Y,,,N,,,5000,0.83
504330,,CO,P,SUBPRIME,C,CONV,1,0.0699,210000,12/20/2004,2/1/2005,166500,360,288,0,No PMI Insurance,Central Islip,NY,11722,588,,,,,,0,,,,,,,,,CURRENT,0,,,,,154516.96,0.0699,12/30/2010,549,N,Y,,,N,,,5000,0.79
504342,,PD,P,SUBPRIME,C,CONV,1,0.0585,225000,12/31/2004,2/1/2005,159000,360,288,0,No PMI Insurance,Tamarac,FL,33321,724,,,,,,0,,,,,,,,,CURRENT,0,,,,,144688.08,0.0585,12/6/2010,754,N,Y,,,N,,,5000,0.95
504407,,SF,P,SUBPRIME,C,CONV,1,0.0645,283000,12/6/2004,2/1/2005,245000,360,288,360,No PMI Insurance,Sartell,MN,56377,655,,,,,,,,,,,,,,,CURRENT,0,,,240087,4/22/2009,225405.9,0.0645,12/30/2010,714,N,Y,,,N,,,5000,0.97
504433,,SF,P,SUBPRIME,C,CONV,1,0.06375,165000,12/31/2004,2/1/2005,132000,360,288,360,No PMI Insurance,Lockport,IL,60441,607,0.05,0.12375,0.06375,,0.01,0,6,6WSLB,1/1/2010,0.01,6,0,,6,CURRENT,0,11/21/2007,,,,121489.18,0.06375,12/16/2010,619,N,Y,,,N,,,5000,0.75
504540,,SF,P,SUBPRIME,C,CONV,1,0.0665,340000,12/29/2004,2/1/2005,230000,360,288,0,No PMI Insurance,Boonville,CA,95415,611,,,,,,0,,,,,,,,,CURRENT,0,,,,,212186.79,0.0665,12/6/2010,537,N,Y,,,N,,,5000,0.87
504569,,SF,P,SUBPRIME,R,CONV,1,0.075,267000,9/9/2004,11/1/2004,226950,360,288,360,No PMI Insurance,Lancaster,CA,93536,,0.0625,0.135,0.075,,0.01,,6,6W1BD,10/1/2006,0.01,6,0,,6,90 DPD,0,,,,,2910.56,0.075,11/16/2010,514,N,Y,,,N,,,5000,0.95
504682,,SF,P,SUBPRIME,R,CONV,1,0.0675,290000,12/22/2004,2/1/2005,138800,360,288,0,No PMI Insurance,Brick,NJ,8724,619,,,,,,0,,,,,,,,,CURRENT,0,,,270000,1/29/2005,128405.8,0.0675,12/16/2010,671,N,Y,,,N,,,5000,0.95
500662,,SF,P,SUBPRIME,R,CONV,1,0.063,220000,11/4/2004,1/1/2005,241500,360,287,360,No PMI Insurance,Des Moines,IA,50321,,,,,,,,,,,,,,,,CURRENT,0,,,202750,11/10/2010,219694.53,0.063,12/15/2010,609,N,N,,,N,,,VARIOUS,0.94
500759,,SF,P,SUBPRIME,R,CONV,1,0.06875,159000,11/22/2004,1/1/2005,124500,360,287,360,No PMI Insurance,Flushing,MI,48433,,,,,,,,,,,,,,,,CURRENT,0,,,,,115153.19,0.06875,12/1/2010,689,N,N,,,N,,,2500,0.99
500841,,SF,P,SUBPRIME,,CONV,1,0.0763,170000,9/13/2004,11/1/2004,118750,360,287,0,No PMI Insurance,Detroit,MI,48224,644,0.0625,0.1363,0.0763,,0.01,0,6,6W1BD,10/1/2006,0.01,6,0,,6,60 DPD,0,,,,,112493.77,0.0763,10/15/2010,575,N,Y,,,N,,,5000,0.83
501415,,2F,P,SUBPRIME,P,CONV,1,0.0675,475000,12/28/2004,2/1/2005,380000,360,287,0,No PMI Insurance,Pearl City,HI,96782,711,,,,,,0,,,,,,,,,CURRENT,0,,,640000,8/2/2007,345966.42,0.0675,12/15/2010,590,Y,Y,,,N,91560.7,12/31/2010,5000,1
501433,,SF,P,SUBPRIME,C,CONV,1,0.057,655000,12/30/2004,2/1/2005,290000,360,287,0,No PMI Insurance,Daly City,CA,94015,708,,,,,,0,,,,,,,,,CURRENT,0,,,,,263708.86,0.057,12/6/2010,755,N,Y,,,N,,,5000,0.95
501856,,SF,P,SUBPRIME,P,CONV,1,0.0955,400000,12/31/2002,2/1/2003,296250,360,287,0,No PMI Insurance,Tampa,FL,33629,549,0.0663,0.1555,0.0955,,0.01,0,6,6W1BD,1/1/2005,0.01,6,0,,6,90 DPD,0,,,437644,4/22/2009,283350.41,0.0955,1/20/2009,542,N,Y,,,N,,,5000,0.97
502009,,SF,P,SUBPRIME,P,CONV,1,0.0599,305000,11/3/2004,1/1/2005,244000,360,287,360,No PMI Insurance,Willmington,DE,19810,703,,,,,,,,,,,,,,,CURRENT,0,,,,,222901.19,0.0599,11/23/2010,524,N,Y,,,N,,,5000,0.83
502010,,SF,P,SUBPRIME,P,CONV,1,0.0599,299000,11/15/2004,1/1/2005,250809,360,287,360,No PMI Insurance,Palmdale,CA,93550,721,,,,,,,,,,,,,,,CURRENT,0,,,,,229199.09,0.0599,12/16/2010,717,N,Y,,,N,,,5000,0.75
502023,,SF,P,PRIME,P,CONV,1,0.06375,347000,8/20/2004,10/1/2004,274500,360,287,360,No PMI Insurance,Goffstown,NH,3045,,,,,,,,,,,,,,,,REPERF,0,,,300000,7/19/2010,251701.77,0.06375,12/7/2010,469,N,N,,,N,,,3660,0.83
502325,,SF,P,SUBPRIME,P,CONV,1,0.067,302000,8/13/2004,10/1/2004,157000,360,287,360,No PMI Insurance,Patchogue,NY,11772,529,,,,,,,,,,,,,,,REPERF,0,,,279000,12/2/2010,144942.95,0.067,11/12/2010,563,N,Y,,,N,,,5000,0.97
502405,,2F,P,SUBPRIME,P,CONV,1,0.079,107000,11/5/2004,1/1/2005,80640,360,287,360,No PMI Insurance,Jacksonville,FL,32222,587,0.0699,0.149,0.079,,0.015,,6,6WSLB,12/1/2006,0.015,6,0,,6,CURRENT,0,,,,,74539.59,0.079,12/15/2010,649,N,Y,,,N,,,5000,0.97
502407,,SF,P,SUBPRIME,P,CONV,1,0.084,135000,11/24/2004,1/1/2005,94500,360,287,360,No PMI Insurance,Trenton,NJ,8609,638,,,,,,,,,,,,,,,CURRENT,0,,,39000,4/28/2009,88993.1,0.084,12/10/2010,686,N,Y,,,N,,,5000,0.95
502573,,SF,P,SUBPRIME,P,CONV,1,0.093,55000,11/29/2004,1/1/2005,55000,360,287,360,No PMI Insurance,Little Rock,AR,72209,543,,,,,,,,,,,,,,,CURRENT,0,,,,,52218.21,0.093,12/13/2010,576,Y,Y,,,N,,,5000,0.92
502728,,SF,P,SUBPRIME,P,CONV,1,0.0675,555000,11/4/2004,12/1/2004,444000,360,287,360,No PMI Insurance,San Jose,CA,95120,682,,,,,,,,,,,,,,,30 DPD,0,,,606200,11/5/2010,409999.78,0.0675,11/19/2010,646,N,Y,,,N,,,5000,0.79
502745,,PD,P,SUBPRIME,C,CONV,1,0.0615,315000,11/12/2004,1/1/2005,283500,360,287,0,No PMI Insurance,Denver,CO,80229,686,,,,,,0,,,,,,,,,CURRENT,0,,,,,259614.7,0.0615,12/6/2010,756,N,Y,,,N,,,5000,0.97
502801,,SF,P,SUBPRIME,P,CONV,1,0.078,275000,8/27/2004,10/1/2004,206250,360,287,360,No PMI Insurance,Miami,FL,33018,599,0.0699,0.148,0.078,,0.015,,6,6WSLB,9/1/2006,0.015,6,0,,6,90 DPD,0,,,215000,11/23/2010,194797.86,0.078,12/2/2010,583,N,Y,,,N,,,5000,0.99
503002,,SF,P,SUBPRIME,C,CONV,1,0.056,382000,11/17/2004,1/1/2005,200000,360,287,0,No PMI Insurance,Hollis,NY,11423,605,,,,,,0,,,,,,,,,CURRENT,0,,,,,181553.36,0.056,12/10/2010,529,N,Y,,,N,,,5000,0.86
503034,,SF,S,SUBPRIME,P,CONV,1,0.0835,125000,11/19/2004,1/1/2005,112500,360,287,360,No PMI Insurance,Machias,NY,14101,638,0.06,0.1435,0.0835,,0.01,0,6,6WSLB,12/1/2009,0.01,6,0,,6,CURRENT,0,11/6/2007,,135000,12/16/2009,105950.27,0.0835,12/24/2010,501,N,Y,,,N,,,5000,0.92
503092,,24,P,SUBPRIME,C,CONV,1,0.07,560000,12/1/2004,1/1/2005,225000,360,287,0,No PMI Insurance,Inglewood,CA,90302,682,,,,,,0,,,,,,,,,CURRENT,0,,,534900,12/10/2004,208519.93,0.07,12/22/2010,694,N,Y,,,N,,,5000,0.75
503359,,SF,P,SUBPRIME,C,CONV,1,0.09575,125000,11/22/2004,1/1/2005,67500,360,287,0,No PMI Insurance,Brainerd,MN,56401,461,0.067,0.16575,0.09575,,0.015,0,6,6W1BD,12/1/2006,0.015,6,0,,6,CURRENT,0,,,,,64380.88,0.09575,12/8/2010,668,N,Y,,,N,,,5000,0.87
